"EDGE_Zone","Family","Species","Common_name","RL_ID","RL_Category"
"Hispaniola","Eleutherodactylidae","Eleutherodactylus notidodes","Neiba Telegraph Frog",195011,"EN"
"Hispaniola","Eleutherodactylidae","Eleutherodactylus oxyrhyncus","Hispaniolan Sharp-nosed Frog",56819,"CR"
"Hispaniola","Eleutherodactylidae","Eleutherodactylus parabates","Neiba Whistling Frog",56825,"CR"
"Hispaniola","Eleutherodactylidae","Eleutherodactylus parapelates","Macaya Burrowing Frog",56827,"CR"
"Hispaniola","Eleutherodactylidae","Eleutherodactylus patriciae","Hispaniola Cordillera Frog",56834,"EN"
"Hispaniola","Eleutherodactylidae","Eleutherodactylus paulsoni","Hispaniolan Pink-rumped Frog",56836,"CR"
"Hispaniola","Eleutherodactylidae","Eleutherodactylus pituinus","Hispaniolan Melodius Frog",56863,"EN"
"Hispaniola","Eleutherodactylidae","Eleutherodactylus poolei","Citadel Frog",56874,"CR"
"Hispaniola","Eleutherodactylidae","Eleutherodactylus rufifemoralis","Baoruco Red-legged Frog",56931,"CR"
"Hispaniola","Eleutherodactylidae","Eleutherodactylus schmidti","Hispaniolan Streamside Frog",56952,"CR"
"Hispaniola","Eleutherodactylidae","Eleutherodactylus sciagraphus","La Hotte Striped-legged Frog",56955,"CR"
"Hispaniola","Eleutherodactylidae","Eleutherodactylus semipalmatus","Tiburon Streamfrog",7147,"CR"
"Hispaniola","Eleutherodactylidae","Eleutherodactylus sommeri","Massif du Nord Whistling Frog",195014,"EN"
"Hispaniola","Eleutherodactylidae","Eleutherodactylus thorectes","Macaya Breast-spotted Frog",57004,"CR"
"Hispaniola","Eleutherodactylidae","Eleutherodactylus ventrilineatus","Macaya Dusky Frog",57034,"CR"
"Hispaniola","Squamata","Ialtris haetianus","Haitian Ground Snake",190587,"VU"
"Hispaniola","Rallidae","Laterallus jamaicensis","Black Rail",22692353,"EN"
"Hispaniola","Squamata","Leiocephalus endomychus","Central Haitian Curlytail",75306501,"CR"
"Hispaniola","Squamata","Leiocephalus pratensis","Atalaye Curlytail Lizard",75312135,"CR"
"Hispaniola","Squamata","Leiocephalus rhutidira","Lapierre Curlytail Lizard",75317710,"CR"
"Hispaniola","Squamata","Mitophis asbolepis",NA,75600764,"CR"
"Hispaniola","Squamata","Mitophis pyrites","Thomas' Blind Snake",75601781,"EN"
"Hispaniola","Hylidae","Osteopilus pulchrilineatus","Hispaniolan Yellow Treefrog",55810,"VU"
"Hispaniola","Bufonidae","Peltophryne guentheri","Southern Crested Toad",54656,"VU"
"Hispaniola","Capromyidae","Plagiodontia aedium","Cuvier's Hutia",17460,"EN"
"Hispaniola","Procellariidae","Pterodroma hasitata","Black-capped Petrel",22698092,"EN"
"Hispaniola","Squamata","Sphaerodactylus asterulus","Haitian Least Gecko",75605330,"EN"
"Hispaniola","Squamata","Sphaerodactylus cinereus","Gray Gecko",75605362,"VU"
"Hispaniola","Squamata","Sphaerodactylus cryphius","Bakoruco Least Gecko",75605387,"EN"
"Hispaniola","Squamata","Sphaerodactylus elasmorhynchus","Marche Leon Least Gecko",75605414,"CR"
"Hispaniola","Squamata","Sphaerodactylus ladae","Martin Garcia Least Gecko",75605470,"EN"
"Hispaniola","Squamata","Sphaerodactylus omoglaux","Fond Parisien Least Gecko",75605594,"EN"
"Hispaniola","Squamata","Sphaerodactylus rhabdotus","Two-striped Sphaero",75605848,"EN"
"Hispaniola","Squamata","Sphaerodactylus schuberti","Neiba Agave Sphaero",75605887,"CR"
"Hispaniola","Squamata","Sphaerodactylus sommeri","TerreNueve Least Gecko",75605940,"CR"
"Hispaniola","Squamata","Sphaerodactylus thompsoni","Barahona Limestone Sphaero",178611,"EN"
"Hispaniola","Squamata","Sphaerodactylus williamsi","Haitian Striped Sphaero",178322,"CR"
"Hispaniola","Squamata","Sphaerodactylus zygaena","Dame-Marie Least Gecko",75605979,"EN"
"Hispaniola","Squamata","Spondylurus haitiae","Hispaniolan Four-lined Skink",47103175,"CR"
"Hispaniola","Squamata","Spondylurus lineolatus","Hispaniolan Ten-lined Skink",47103187,"CR"
"Hispaniola","Hirundinidae","Tachycineta euchrysea","Golden Swallow",22712086,"VU"
"Hispaniola","Turdidae","Turdus swalesi","La Selle Thrush",22708955,"VU"
"Hispaniola","Squamata","Typhlops agoralionis","La Hotte Blindsnake",75607002,"CR"
"Hispaniola","Squamata","Typhlops capitulatus","Haitian Pale-Lipped Blindsnake",178453,"EN"
"Hispaniola","Squamata","Typhlops proancylops","La Selle Blindsnake",75607403,"EN"
"Hispaniola","Squamata","Typhlops titanops","Titan Worm Snake",80796606,"EN"
"Hispaniola","Phaenicophilidae","Xenoligea montana","White-winged Warbler",22722076,"VU"
"Guatemala-Honduras","Squamata","Abronia frosti","Frost’s Arboreal Alligator Lizard",29479,"CR"
"Guatemala-Honduras","Squamata","Abronia matudai","Matuda's Arboreal Alligator Lizard",63682,"EN"
"Guatemala-Honduras","Ardeidae","Agamia agami","Agami Heron",22697200,"VU"
"Guatemala-Honduras","Squamata","Anolis amplisquamosus",NA,178363,"CR"
"Guatemala-Honduras","Squamata","Anolis cusuco",NA,178272,"EN"
"Guatemala-Honduras","Squamata","Anolis johnmeyeri","Meyer's Anole",203099,"EN"
"Guatemala-Honduras","Squamata","Anolis kreutzi",NA,203101,"CR"
"Guatemala-Honduras","Squamata","Anolis loveridgei","Loveridge's Anole",178257,"EN"
"Guatemala-Honduras","Squamata","Anolis yoroensis",NA,203133,"EN"
"Guatemala-Honduras","Atelidae","Ateles geoffroyi","Geoffroy’s Spider Monkey",2279,"EN"
"Guatemala-Honduras","Hylidae","Atlantihyla spinipollex","Ceiba Stream Frog",55918,"EN"
"Guatemala-Honduras","Emballonuridae","Balantiopteryx io","Thomas's Sac-winged Bat",2532,"VU"
"Guatemala-Honduras","Plethodontidae","Bolitoglossa centenorum",NA,194312,"CR"
"Guatemala-Honduras","Plethodontidae","Bolitoglossa decora",NA,59152,"CR"
"Guatemala-Honduras","Plethodontidae","Bolitoglossa diaphora",NA,59153,"EN"
"Guatemala-Honduras","Plethodontidae","Bolitoglossa dunni","Dunn's Mushroomtongue Salamander",59157,"EN"
"Guatemala-Honduras","Plethodontidae","Bolitoglossa flaviventris","Yellowbelly Mushroomtongue Salamander",59162,"EN"
"Guatemala-Honduras","Plethodontidae","Bolitoglossa tzultacaj",NA,194324,"CR"
"Guatemala-Honduras","Squamata","Bothriechis marchi","March's Palm Pit Viper",203659,"EN"
"Guatemala-Honduras","Plethodontidae","Bradytriton silus","Finca Chiblac Salamander",59220,"EN"
"Guatemala-Honduras","Craugastoridae","Craugastor adamastus",NA,56396,"CR"
"Guatemala-Honduras","Craugastoridae","Craugastor bocourti",NA,56468,"EN"
"Guatemala-Honduras","Craugastoridae","Craugastor chrysozetetes","McCranie's Robber Frog",56513,"CR"
"Guatemala-Honduras","Craugastoridae","Craugastor coffeus","Coffee Rain Frog",56516,"CR"
"Guatemala-Honduras","Craugastoridae","Craugastor cruzi","Cruz Robber Frog",56537,"CR"
"Guatemala-Honduras","Craugastoridae","Craugastor daryi","Dary's Frog",56550,"EN"
"Guatemala-Honduras","Craugastoridae","Craugastor fecundus","Nombre de Dios Streamside Frog",56598,"CR"
"Guatemala-Honduras","Craugastoridae","Craugastor inachus",NA,56665,"CR"
"Guatemala-Honduras","Craugastoridae","Craugastor merendonensis","San Pedro Robber Frog",56761,"CR"
"Guatemala-Honduras","Craugastoridae","Craugastor milesi","Miles' Robber Frog",56765,"CR"
"Guatemala-Honduras","Craugastoridae","Craugastor nefrens",NA,61803,"CR"
"Guatemala-Honduras","Craugastoridae","Craugastor saltuarius",NA,56942,"CR"
"Guatemala-Honduras","Craugastoridae","Craugastor sandersoni","Sanderson's Streamfrog",56946,"EN"
"Guatemala-Honduras","Craugastoridae","Craugastor stadelmani","North-Central Honduran Montane Streamside Frog",56976,"CR"
"Guatemala-Honduras","Cracidae","Crax rubra","Great Curassow",22678521,"VU"
"Guatemala-Honduras","Plethodontidae","Cryptotriton monzoni",NA,54360,"CR"
"Guatemala-Honduras","Plethodontidae","Cryptotriton nasalis","Cortes Salamander",61545710,"EN"
"Guatemala-Honduras","Plethodontidae","Cryptotriton necopinus","Cataguana Hidden Salamander",78459186,"CR"
"Guatemala-Honduras","Plethodontidae","Cryptotriton sierraminensis","Sierra de las Minas Hidden Salamander",190988,"CR"
"Guatemala-Honduras","Plethodontidae","Cryptotriton veraepacis","Baja Verapaz Salamander",89183465,"CR"
"Guatemala-Honduras","Plethodontidae","Cryptotriton xucaneborum","Sierra de Xucaneb Hidden Salamander",89183450,"CR"
"Guatemala-Honduras","Apodidae","Cypseloides niger","Black Swift",22686440,"VU"
"Guatemala-Honduras","Plethodontidae","Dendrotriton bromeliacius","Volcan Tajumulco Bromeliad Salamander",59237,"CR"
"Guatemala-Honduras","Plethodontidae","Dendrotriton chujorum",NA,194310,"CR"
"Guatemala-Honduras","Plethodontidae","Dendrotriton rabbi","Guatemalan Bromeliad Salamander",59240,"CR"
"Guatemala-Honduras","Plethodontidae","Dendrotriton sanctibarbarus",NA,59241,"CR"
"Guatemala-Honduras","Testudines","Dermatemys mawii","Central American River Turtle",6493,"CR"
"Guatemala-Honduras","Hylidae","Duellmanohyla soralia","Copan Brook Frog",55313,"EN"
"Guatemala-Honduras","Momotidae","Electron carinatum","Keel-billed Motmot",22682989,"VU"
"Guatemala-Honduras","Bufonidae","Incilius tacanensis",NA,54773,"EN"
"Guatemala-Honduras","Myrmecophagidae","Myrmecophaga tridactyla","Giant Anteater",14224,"VU"
"Guatemala-Honduras","Plethodontidae","Nototriton lignicola",NA,59296,"EN"
"Guatemala-Honduras","Plethodontidae","Nototriton limnospectator",NA,59297,"EN"
"Guatemala-Honduras","Plethodontidae","Nototriton stuarti","Stuart's Moss Salamander",59302,"CR"
"Guatemala-Honduras","Plethodontidae","Nototriton tomamorum",NA,51061032,"CR"
"Guatemala-Honduras","Plethodontidae","Nyctanolis pernix","Nimble Long-limbed Salamander",59304,"VU"
"Guatemala-Honduras","Plethodontidae","Oedipina gephyra","La Fortuna Worm Salamander",149335691,"CR"
"Guatemala-Honduras","Plethodontidae","Oedipina leptopoda","Narrow-footed Worm Salamander",78521935,"EN"
"Guatemala-Honduras","Plethodontidae","Oedipina petiola",NA,51146806,"CR"
"Guatemala-Honduras","Plethodontidae","Oedipina tomasi",NA,136010,"CR"
"Guatemala-Honduras","Squamata","Omoadiphas cannula",NA,203556,"CR"
"Guatemala-Honduras","Squamata","Omoadiphas texiguatensis",NA,177425,"CR"
"Guatemala-Honduras","Cracidae","Oreophasis derbianus","Horned Guan",22678453,"EN"
"Guatemala-Honduras","Cracidae","Penelopina nigra","Highland Guan",22678449,"VU"
"Guatemala-Honduras","Vespertilionidae","Perimyotis subflavus","Eastern Pipistrelle",17366,"VU"
"Guatemala-Honduras","Cricetidae","Peromyscus mayensis","Mayan Deer Mouse",16673,"CR"
"Guatemala-Honduras","Hylidae","Plectrohyla chrysopleura",NA,55872,"CR"
"Guatemala-Honduras","Hylidae","Plectrohyla dasypus","Honduras Spikethumb Frog",55873,"CR"
"Guatemala-Honduras","Hylidae","Plectrohyla exquisita",NA,55874,"CR"
"Guatemala-Honduras","Hylidae","Plectrohyla glandulosa","Forest Spikethumb Frog",55875,"CR"
"Guatemala-Honduras","Hylidae","Plectrohyla pokomchi","Rio Sananja Spikethumb Frog",55881,"EN"
"Guatemala-Honduras","Hylidae","Plectrohyla quecchi","Las Palmas Spikethumb Frog",55884,"EN"
"Guatemala-Honduras","Hylidae","Plectrohyla teuchestes","Alta Verapaz Spikethumb Frog",55887,"CR"
"Guatemala-Honduras","Plethodontidae","Pseudoeurycea brunnata","Brown False Brook Salamander",59372,"CR"
"Guatemala-Honduras","Plethodontidae","Pseudoeurycea goebeli","Goebel's False Brook Salamander",59381,"CR"
"Guatemala-Honduras","Hylidae","Ptychohyla dendrophasma","Phantom Treefrog",55465,"CR"
"Guatemala-Honduras","Cricetidae","Reithrodontomys tenuirostris","Narrow-nosed Harvest Mouse",19418,"EN"
"Guatemala-Honduras","Vespertilionidae","Rhogeessa genowaysi","Genoways's Yellow Bat",19680,"EN"
"Guatemala-Honduras","Tapiridae","Tapirella bairdii","Baird's Tapir",21471,"EN"
"Western Ghats","Bovidae","Bos frontalis","Gaur",2891,"VU"
"Western Ghats","Bucerotidae","Buceros bicornis","Great Hornbill",22682453,"VU"
"Western Ghats","Testudines","Chitra indica","Indian Narrow-headed Softshell Turtle",4696,"EN"
"Western Ghats","Squamata","Cnemaspis anaikattiensis",NA,178566,"CR"
"Western Ghats","Squamata","Cnemaspis wynadensis","Wynad Day Gecko",172648,"EN"
"Western Ghats","Canidae","Cuon alpinus","Dhole",5953,"EN"
"Western Ghats","Squamata","Dasia subcaerulea","Boulenger's Dasia",172629,"EN"
"Western Ghats","Elephantidae","Elephas maximus","Asian Elephant",7140,"EN"
"Western Ghats","Soricidae","Feroculus feroculus","Kelaart's Long-clawed Shrew",8553,"EN"
"Western Ghats","Testudines","Geochelone elegans","Indian Star Tortoise",39430,"VU"
"Western Ghats","Rhacophoridae","Ghatixalus variabilis","Green Tree Frog",59027,"EN"
"Western Ghats","Bufonidae","Ghatophryne rubigina","Kerala Stream Toad",54481,"VU"
"Western Ghats","Accipitridae","Gyps bengalensis","White-rumped Vulture",22695194,"CR"
"Western Ghats","Accipitridae","Gyps indicus","Indian Vulture",22729731,"CR"
"Western Ghats","Hipposideridae","Hipposideros pomona","Andersen's Roundleaf Bat",180990825,"EN"
"Western Ghats","Testudines","Indotestudo travancorica","Travancore Tortoise",39548,"VU"
"Western Ghats","Pteropodidae","Latidens salimalii","Salim Ali's Fruit Bat",11374,"EN"
"Western Ghats","Cercopithecidae","Macaca radiata","Bonnet Macaque",12558,"VU"
"Western Ghats","Cercopithecidae","Macaca silenus","Lion-tailed Macaque",12559,"EN"
"Western Ghats","Manidae","Manis crassicaudata","Indian Pangolin",12761,"EN"
"Western Ghats","Microhylidae","Melanobatrachus indicus","Orange Black Tubercled Indian Microhylid",13032,"EN"
"Western Ghats","Ursidae","Melursus ursinus","Sloth Bear",13143,"VU"
"Western Ghats","Muridae","Mus famulus","Bonhote’s Mouse",13960,"EN"
"Western Ghats","Nasikabatrachidae","Nasikabatrachus sahyadrensis","Purple Frog",58051,"EN"
"Western Ghats","Accipitridae","Neophron percnopterus","Egyptian Vulture",22695180,"EN"
"Western Ghats","Bovidae","Nilgiritragus hylocrius","Nilgiri Tahr",9917,"EN"
"Western Ghats","Testudines","Nilssonia leithii","Leith's Softshell Turtle",2174,"VU"
"Western Ghats","Nyctibatrachidae","Nyctibatrachus aliciae","Alicia's Night Frog",58395,"EN"
"Western Ghats","Nyctibatrachidae","Nyctibatrachus beddomii",NA,58396,"EN"
"Western Ghats","Nyctibatrachidae","Nyctibatrachus deccanensis",NA,58397,"VU"
"Western Ghats","Nyctibatrachidae","Nyctibatrachus major","Malabar Night Frog",58401,"VU"
"Western Ghats","Nyctibatrachidae","Nyctibatrachus minor","Small Wrinkled Frog",58402,"EN"
"Western Ghats","Nyctibatrachidae","Nyctibatrachus vasanthi","Kalakad Wrinkled Frog",58405,"EN"
"Western Ghats","Squamata","Ophiophagus hannah","King Cobra",177540,"VU"
"Western Ghats","Felidae","Panthera pardus","Leopard",15954,"VU"
"Western Ghats","Felidae","Panthera tigris","Tiger",15955,"EN"
"Western Ghats","Bufonidae","Pedostibes tuberculosus","Malabar Tree Toad",16470,"EN"
"Western Ghats","Platacanthomyidae","Platacanthomys lasiurus","Malabar Spiny Tree Mouse",17481,"VU"
"Western Ghats","Squamata","Platyplectrurus madurensis","Travancore Hills Thorntail Snake",178420,"EN"
"Western Ghats","Rhacophoridae","Raorchestes chlorosomma","Green Eyed Bushfrog",186159,"CR"
"Western Ghats","Rhacophoridae","Raorchestes griet","Griet Bush Frog",58849,"CR"
"Western Ghats","Rhacophoridae","Raorchestes munnarensis","Munnar Bush Frog",58914,"CR"
"Western Ghats","Rhacophoridae","Raorchestes nerostagona","Kalpatta Yellow Bush Frog",61885,"EN"
"Western Ghats","Rhacophoridae","Raorchestes ponmudi","Large Ponmudi Bush Frog",58916,"CR"
"Western Ghats","Rhacophoridae","Raorchestes resplendens","Resplendent Bush Frog",189814,"CR"
"Western Ghats","Rhacophoridae","Raorchestes sushili","Sushil's Bushfrog",186166,"CR"
"Western Ghats","Rhacophoridae","Raorchestes tinniens","Spotted Bush Frog",58926,"EN"
"Western Ghats","Rhacophoridae","Rhacophorus calcadensis","Kalakkad Tree Frog",58983,"EN"
"Western Ghats","Rhacophoridae","Rhacophorus pseudomalabaricus","Anaimalai Flying Frog",59016,"CR"
"Western Ghats","Squamata","Rhinophis travancoricus","Travancore Earth Snake",172681,"EN"
"Western Ghats","Accipitridae","Sarcogyps calvus","Red-headed Vulture",22695254,"CR"
"Western Ghats","Muscicapidae","Sholicola albiventris","White-bellied Sholakili",22735423,"VU"
"Western Ghats","Muscicapidae","Sholicola major","Nilgiri Sholakili",22735416,"EN"
"Western Ghats","Laridae","Sterna acuticauda","Black-bellied Tern",22694711,"EN"
"Western Ghats","Soricidae","Suncus dayi","Day's Shrew",21142,"EN"
"Western Ghats","Testudines","Vijayachelys silvatica","Cochin Forest Cane Turtle",9038,"EN"
"Central Madagascar","Ardeidae","Ardeola idae","Madagascar Pond-heron",22697143,"EN"
"Central Madagascar","Mantellidae","Boophis andrangoloaka",NA,49380186,"EN"
"Central Madagascar","Mantellidae","Boophis boehmei","Böhme's Bright-eyed Frog",49460189,"EN"
"Central Madagascar","Mantellidae","Boophis feonnyala",NA,57401,"EN"
"Central Madagascar","Mantellidae","Boophis liami",NA,57409,"CR"
"Central Madagascar","Squamata","Calumma furcifer",NA,172798,"EN"
"Central Madagascar","Squamata","Calumma gallus",NA,176303,"EN"
"Central Madagascar","Squamata","Calumma tarzan","Tarzan Chameleon",193482,"CR"
"Central Madagascar","Squamata","Compsophis vinckei",NA,172911,"CR"
"Central Madagascar","Eupleridae","Cryptoprocta ferox","Fossa",5760,"VU"
"Central Madagascar","Daubentoniidae","Daubentonia madagascariensis","Aye-aye",6302,"EN"
"Central Madagascar","Pteropodidae","Eidolon dupreanum","Madagascan Fruit Bat",7083,"VU"
"Central Madagascar","Eupleridae","Eupleres goudotii","Eastern Falanouc",68336601,"VU"
"Central Madagascar","Eupleridae","Fossa fossana","Spotted Fanaloka",8668,"VU"
"Central Madagascar","Eupleridae","Galidictis fasciata","Broad-striped Vontsira",8833,"VU"
"Central Madagascar","Mantellidae","Gephyromantis eiselti","Eiselt's Madagascar Frog",57478,"EN"
"Central Madagascar","Mantellidae","Gephyromantis thelenae",NA,57526,"EN"
"Central Madagascar","Lemuridae","Hapalemur griseus","Eastern Lesser Bamboo Lemur",9673,"VU"
"Central Madagascar","Indriidae","Indri indri","Indri",10826,"CR"
"Central Madagascar","Lepilemuridae","Lepilemur mustelinus","Weasel Sportive Lemur",11620,"VU"
"Central Madagascar","Tenrecidae","Microgale mergulus","Web-footed Tenrec",11979,"VU"
"Central Madagascar","Mantellidae","Mantidactylus albofrenatus","Eastern Madagascar Frog",57454,"EN"
"Central Madagascar","Mantellidae","Mantidactylus zolitschka",NA,57536,"CR"
"Central Madagascar","Tenrecidae","Microgale jobihely","Northern Shrew Tenrec",136628,"EN"
"Central Madagascar","Squamata","Phelsuma flavigularis","Yellow-throated Day Gecko",178689,"EN"
"Central Madagascar","Podicipedidae","Tachybaptus pelzelnii","Madagascar Grebe",22696565,"EN"
"Northern Madagascar","Jacanidae","Actophilornis albinucha","Madagascar Jacana",22693532,"EN"
"Northern Madagascar","Cheirogaleidae","Allocebus trichotis","Hairy-eared Dwarf Lemur",868,"EN"
"Northern Madagascar","Squamata","Alluaudina mocquardi",NA,172762,"EN"
"Northern Madagascar","Anatidae","Anas bernieri","Madagascar Teal",22680252,"EN"
"Northern Madagascar","Microhylidae","Anodonthyla hutchisoni",NA,136168,"EN"
"Northern Madagascar","Ardeidae","Ardeola idae","Madagascar Pond-heron",22697143,"EN"
"Northern Madagascar","Squamata","Blaesodactylus boivini",NA,172972,"VU"
"Northern Madagascar","Mantellidae","Boophis andreonei",NA,57389,"VU"
"Northern Madagascar","Mantellidae","Boophis anjanaharibeensis",NA,57390,"EN"
"Northern Madagascar","Mantellidae","Boophis baetkei",NA,164889,"CR"
"Northern Madagascar","Mantellidae","Boophis blommersae",NA,57392,"VU"
"Northern Madagascar","Mantellidae","Boophis englaenderi",NA,57399,"VU"
"Northern Madagascar","Mantellidae","Boophis jaegeri","Jaeger's Bright-eyed Frog",57407,"EN"
"Northern Madagascar","Mantellidae","Boophis sambirano",NA,61836,"EN"
"Northern Madagascar","Mantellidae","Boophis ulftunni",NA,49546929,"VU"
"Northern Madagascar","Mantellidae","Boophis vittatus",NA,57434,"VU"
"Northern Madagascar","Brachypteraciidae","Brachypteracias leptosomus","Short-legged Ground-roller",22682931,"VU"
"Northern Madagascar","Squamata","Brookesia bekolosy",NA,176294,"EN"
"Northern Madagascar","Squamata","Brookesia desperata","Desperate Chameleon",42686901,"CR"
"Northern Madagascar","Squamata","Brookesia ebenaui","Northern Leaf Chameleon",172844,"VU"
"Northern Madagascar","Squamata","Brookesia karchei",NA,172748,"EN"
"Northern Madagascar","Squamata","Brookesia lineata","Lined Leaf Chameleon",172909,"EN"
"Northern Madagascar","Squamata","Brookesia minima",NA,67009871,"EN"
"Northern Madagascar","Squamata","Brookesia peyrierasi",NA,172795,"EN"
"Northern Madagascar","Squamata","Brookesia tristis",NA,42687277,"EN"
"Northern Madagascar","Squamata","Brookesia tuberculata","Mount d'Ambre Leaf Chameleon",176299,"VU"
"Northern Madagascar","Squamata","Brookesia vadoni",NA,172858,"VU"
"Northern Madagascar","Squamata","Brookesia valerieae",NA,176300,"EN"
"Northern Madagascar","Squamata","Brygophis coulangesi",NA,172929,"VU"
"Northern Madagascar","Squamata","Calumma cucullatum",NA,172836,"VU"
"Northern Madagascar","Squamata","Calumma peyrierasi",NA,176305,"VU"
"Northern Madagascar","Squamata","Calumma tsaratananense","Tsaratanana Chameleon",172760,"VU"
"Northern Madagascar","Squamata","Calumma vencesi","Vences' Chameleon",172879,"EN"
"Northern Madagascar","Cheirogaleidae","Cheirogaleus sibreei","Sibree's Dwarf Lemur",41576,"CR"
"Northern Madagascar","Microhylidae","Cophyla alticola","Madagascar Giant Treefrog ",57954,"EN"
"Northern Madagascar","Microhylidae","Cophyla mavomavo","Yellowish Tree Cophyline Frog",57958,"EN"
"Northern Madagascar","Microhylidae","Cophyla milloti","Nosy Be Giant Treefrog",57959,"EN"
"Northern Madagascar","Microhylidae","Cophyla tetra","Four-spotted Tree Cophyline Frog",57962,"EN"
"Northern Madagascar","Microhylidae","Cophyla tsaratananaensis","Tsaratanana Giant Treefrog",57963,"EN"
"Northern Madagascar","Eupleridae","Cryptoprocta ferox","Fossa",5760,"VU"
"Northern Madagascar","Daubentoniidae","Daubentonia madagascariensis","Aye-aye",6302,"EN"
"Northern Madagascar","Pteropodidae","Eidolon dupreanum","Madagascan Fruit Bat",7083,"VU"
"Northern Madagascar","Testudines","Erymnochelys madagascariensis","Madagascar Big-headed Turtle",8070,"CR"
"Northern Madagascar","Lemuridae","Eulemur coronatus","Crowned Lemur",8199,"EN"
"Northern Madagascar","Lemuridae","Eulemur macaco","Black Lemur",8212,"EN"
"Northern Madagascar","Lemuridae","Eulemur rubriventer","Red-bellied Lemur",8203,"VU"
"Northern Madagascar","Eupleridae","Eupleres goudotii","Eastern Falanouc",68336601,"VU"
"Northern Madagascar","Eupleridae","Eupleres major","Western Falanouc",39547,"EN"
